the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source
0101000020E610000049957208E65152C0631FAEE64A6C4440,Suffolk,Commack,COND,Indian Head Forest,Madder Lake Cir. & Indian Head,56,10.5,BUILT,1988,,,1848,New York,40.8460358,-73.2796651,1,intersection,,,Smithtown,11725,US,Google Script
0101000020E61000006B781FEC396B52C0479451C0D14A4440,Nassau,Long Beach,COND,The Ocean Club,"100,102 W.Broadway",165,1.8,BUILT,<1964,HOTELCONV,1987,636,New York,40.5845261,-73.6754103,1,route,,W Broadway,,11561,US,Google Script
0101000020E6100000A6B228ECA24B52C02D6B5155576B4440,Suffolk,Hauppauge,COND,Hidden Ponds,Hidden Ponds Cir. & Rte. 347,300,47.6,BUILT,"1985, 1998",,,1855,New York,40.8386027,-73.181819,1,intersection,,,Smithtown,11787,US,Google Script
0101000020E6100000048BC3995F4E52C0CEAC003A27694440,Suffolk,Hauppauge,COND,Stonebridge Estates,Redan Dr. & Veterans Mem. Hwy.,105,135,BUILT,2001,,,1856,New York,40.8215096,-73.224585,1,"establishment,local_government_office,point_of_interest",100,Veterans Memorial Hwy,Islip,11787,US,Google Script
0101000020E6100000F8F31208E06852C03999B85510614440,Nassau,East Williston,COND,Wheatley House,1 Bengeyfield Dr.,15,0.7,BUILT,1965,APTCONV,1979 E,651,New York,40.758311,-73.6386738,1,premise,1,Bengeyfield Dr,North Hempstead,14004,US,Google Script
0101000020E6100000719EFBBC734652C00A078C3F9B674440,Suffolk,Lake Ronkonkoma,APT,Alston Station Square(Phase I),"1000, 2000,3000 Mill Rd.",489,11.9,UC,2018,,,1252,New York,40.8094253,-73.1008141,1,street_address,1000,Mill Rd,Brookhaven,11779,US,Google Script
0101000020E6100000B8B87CDA976E52C089D7F50B76644440,Nassau,Great Neck Plaza,COOP,Birchwood,"50 Brompton,35,75 Knightsbrdge",131,2.1,BUILT,1950,APTCONV,1986 E,684,New York,40.7848525,-73.7280184,1,subpremise,50,Brompton Rd,North Hempstead,11020,US,Google Script
0101000020E610000068684D3D9C6E52C034C7A82160644440,Nassau,Great Neck Plaza,COOP,The Knightsbridge,"40,50,60,70,80 Knightsbrdge Rd",117,3.4,BUILT,1950,APTCONV,1989,725,New York,40.7841837,-73.7282861,1,subpremise,80,Knightsbridge Rd,North Hempstead,11020,US,Google Script
0101000020E6100000ABE05C68D36E52C048EAA97A9E644440,Nassau,Great Neck Plaza,COOP,Town House,"1,2,3,4 Town House Circle",153,2.6,BUILT,1953,APTCONV,1982,732,New York,40.7860864,-73.7316533,1,subpremise,2,Town House Pl,North Hempstead,11020,US,Google Script
0101000020E61000006D286B8A366E52C04548DDCEBE644440,Nassau,Great Neck Plaza,COOP,Village Gardens,"8,10 Welwyn Rd.,19 Schenck Ave",75,1.4,BUILT,1938,APTCONV,1988,735,New York,40.787073,-73.7220789,1,subpremise,10,Welwyn Rd,North Hempstead,11020,US,Google Script
0101000020E61000008315A75A0B3052C069A7E672837B4440,Suffolk,Baiting Hollow,COND,Golf Villas,4001-4015 The Fairway,16,3.6,BUILT,1995,,,1730,New York,40.964949,-72.750693,1,street_address,4001,The Fairway,Riverhead,,US,Google Script
0101000020E61000008AAE0B3F386F52C0A47213B534674440,Nassau,Great Neck,APT,---,733-41 Middle Neck Rd,25,,PROP,2020,,,2019,New York,40.8062964,-73.7378083,,,,Middle Neck Rd,Great Neck,11024,US,manual
0101000020E6100000E5F04927126652C00B7F86376B5C4440,Nassau,Uniondale,APT,Nassau Hub,TBD,500,70,PROP,2019,,,2017,New York,40.722022,-73.5948586,,,,,Hempstead,11550,US,manual
0101000020E6100000A80AFC975A5A52C0A20914B1886D4440,Suffolk,Huntington Station,APT,Havasay,~1080 New York Ave.,14,0.4,PROP,2019,,,1971,New York,40.855734,-73.4117794,1,street_address,1080,New York Ave,Huntington,11746,US,Google Script
0101000020E610000052488D64EA3352C054E7ACAAF2664440,Suffolk,Moriches,COND,South Moriches Realty,Montauk Hwy. & Frowein Rd.,96,16.4,PROP,2011,SRCIT,,1941,New York,40.8042806,-72.8111812,1,intersection,,,Brookhaven,11955,US,Google Script
0101000020E61000002958E36C3A1152C0691EC022BF7E4440,Suffolk,Wainscott,APT,Town of East Hampton,780 Rte. 114,40,6.4,PROP,2018,AFFORD,,1958,New York,40.990208,-72.269191,1,street_address,780,NY-114,East Hampton,11975,US,Google Script
0101000020E6100000F9F4D896016952C031957EC2D9594440,Nassau,West Hempstead,APT,AVF Carting property,40 Hempstead Gardens Dr.,60,2,PROP,2011,,,989,New York,40.701958,-73.640722,1,rooftop,40,Hempstead Gardens Dr,West Hempstead,11552,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BB5F05F86E6552C0033E3F8C10544440,Nassau,Freeport,APT,Plaza West site,70 W. Sunrise Hwy.,250,,PROP,2017,SRCIT,,971,New York,40.656755,-73.584898,1,rooftop,70,W Sunrise Hwy,Freeport,11520,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000FE9DEDD11B6952C02AE620E8684B4440,Nassau,Long Beach,APT,iStar Financial,"E.Broadway, W/Long Beach Blvd.",522,6,PROP,2013,,,991,New York,40.589139,-73.642323,1,place,,,Long Beach,11561,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000D447E00F3F6052C0F4A8F8BF235E4440,Nassau,Levittown,COND,schools site,Farmedge Rd.,247,11,PROP,2014,SRCIT,,978,New York,40.735466,-73.503849,1,street_center,,Farmedge Rd,Levittown,11756,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000002B4D4A41B76152C0C478CDAB3A634440,Nassau,Hicksville,APT,Sears site,195 N. Broadway,596,26,PROP,2018,,,1007,New York,40.775228,-73.52681,1,rooftop,195,N Broadway,Hicksville,11801,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BD70E7C2486552C0FD304278B4594440,Nassau,Uniondale,APT,on A Holly Paterson grounds,875 Jerusalem Ave.,192,4,PROP,2017,SRCIT,,987,New York,40.70082,-73.582566,1,rooftop,875,Jerusalem Ave,Uniondale,11553,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000048179B560A5C52C0A06B5F402F5E4440,Suffolk,East Farmingdale,APT,Parkway Properties,380 Eastern Pkwy. & Denton Pl.,48,2.5,PROP,2014,,,1920,New York,40.735817,-73.438131,0.75,intersection,,Eastern Pkwy,Farmingdale,11735,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000C139234A7B5A52C0280CCA349A584440,Suffolk,North Amityville,COND,Bunt Development,330 Albany Ave.,80,6,PROP,2017,,,1924,New York,40.692206,-73.413775,1,rooftop,330,Albany Ave,Amityville,11701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000685E0EBBEF5952C0C0CFB870205A4440,Suffolk,North Amityville,APT,MR Property Builders,550 Albany Ave.,24,2.4,PROP,2018,,,1925,New York,40.704115,-73.405257,1,rooftop,550,Albany Ave,Amityville,11701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000000ED76A0F7B6252C0BEBF417BF5654440,Nassau,Jericho,COOP,Engel Berman,Old Cedar Swamp Rd.,70,3.4,PROP,2014,SRCIT,,1009,New York,40.796554,-73.538761,1,street_center,,Old Cedar Swamp Rd,Jericho,11753,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000967B8159A15E52C04E9A0645F3624440,Nassau,Plainview,APT,Capitol Seniors Housing,9 Gerhard Rd.,111,4.9,PROP,2019,SRCIT,,1010,New York,40.773049,-73.478598,1,rooftop,9,Gerhard Rd,Plainview,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005B5EB9DE365B52C0C423F1F274704440,Suffolk,Halesite,APT,Valencia Tavern site,236 Wall St.,24,0.6,PROP,2017,,,1966,New York,40.878569,-73.425224,1,range_interpolation,236,Wall St,Huntington,11743,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000A1A2EA573A5B52C02FFA0AD28C6F4440,Suffolk,Huntington,APT,Downtown Huntington,235-243 Main St.,84,1.4,PROP,2017,,,1968,New York,40.871485,-73.425436,1,rooftop,243,Main St,Huntington,11743,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EAD0E979375B52C0E21DE0490B6F4440,Suffolk,Huntington,APT,Sobel Vacuum site,431 New York Ave.,20,0.5,PROP,2017,,,1969,New York,40.867532,-73.425261,1,rooftop,431,New York Ave,Huntington,11743,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BC404981055052C07D04FEF0F3634440,Suffolk,Brentwood,APT,Renzon Concepcion,~121 2nd Ave.& Meadowbrook Dr.,44,5,PROP,2014,,,1983,New York,40.780882,-73.250336,1,place,,,Brentwood,11717,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000910BCEE0EF4A52C06138D73043674440,Suffolk,Islandia,APT,Motor Parkway Associates,~1380 Motor Pkwy.,250,,PROP,2019,,,1989,New York,40.806738,-73.170891,1,place,,,Islandia,11749,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000CE6DC2BD324652C02EE57CB1F7604440,Suffolk,Sayville,APT,Rechler,500 Lakeland Ave.,1365,116.1,PROP,2017,,,1993,New York,40.757559,-73.096847,1,rooftop,500,Lakeland Ave,Sayville,11782,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008B4F01309E5252C02BF697DD93594440,Suffolk,West Islip,APT,Suffolk Realty Group,~64 Muncey Rd.,16,1.7,PROP,2018,,,1995,New York,40.699825,-73.290905,1,place,,,West Islip,11795,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000002A52616C212952C0DEE34C13B6694440,Suffolk,Westhampton Beach,COND,Rogers Associates,100 Rogers Ave.,52,9.3,PROP,2019,,,2012,New York,40.825869,-72.642665,1,range_interpolation,100,Rogers Ave,Westhampton Beach,11978,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B340BB438A1B52C07C444C8924884440,Suffolk,Southold,APT,Horatio Capital LLC,53315 Main Rd.,12,1.1,PROP,2019,,,2016,New York,41.063615,-72.430314,1,rooftop,53315,Main Rd,Southold,11971,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E8F7FD9B174752C0AC55BB26A4674440,Suffolk,Lake Ronkonkoma,APT,Ronkonkoma Hub,1 Railroad Ave.,1450,53,UC,2012,,,2018,New York,40.809697,-73.110816,,,,Railroad Ave,Lake Ronkonkoma,11779,US,manual
0101000020E61000004FAF9465886A52C02219726C3D4D4440,Nassau,Harbor Isle,APT,Avalon Bay,(Cibro oil storage site),172,11.5,PROP,2015,,,974,New York,40.603437,-73.664575,0.8,place,,,Harbor Isle,11558,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000033198EE7B36752C0AF58688C7B5A4440,Nassau,Hempstead,APT,Renaissance Downtowns,Washington St. & Front St.,336,,PROP,2013,,,975,New York,40.7068954,-73.6203555,1,intersection,,,Hempstead,11549,US,Google Script
0101000020E61000006BB8C83D5D6352C00E2F88484D5F4440,Nassau,Salisbury,COND,Carman Homes of Salisbury,723 Carman Ave.,20,,UC,2015,SRCIT,,468,New York,40.744546,-73.552566,1,rooftop,723,Carman Ave,Westbury,11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A0185932C75F52C03881E9B46E554440,Nassau,Seaford,COND,Seasons at Seaford,2165 Seaford Ave.,112,5.7,UC,2016,SRCIT,,473,New York,40.667441,-73.496533,1,rooftop,2165,Seaford Ave,Seaford,11783,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007B140901D46A52C0FCDA9F30CD4A4440,Nassau,Long Beach,COND,The Renaissance,"164,170 W. Broadway",50,0.7,BUILT,1989,,,637,New York,40.5843869,-73.6691897,1,street_address,164-170,W Broadway,,11561,US,Google Script
0101000020E6100000D5B2B5BE485E52C0C74B378941644440,Nassau,Plainview,COND,Hamlet on Olde Oyster Bay,L.I.E. & Round Swamp Rd.,370,55,BUILT,2001,,,946,New York,40.78325,-73.47319,1,place,,,Plainview,11803,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000D2CEC0ECE5A52C01953550D67564440,Suffolk,Amityville,APT,Town House Apartments,"94, 100 Park Ave.",20,1,BUILT,1981,,,1037,New York,40.6750199,-73.4188268,1,subpremise,100,Park Ave,Babylon,11701,US,Google Script
0101000020E6100000E6400FB56D6852C0838593347F5A4440,Nassau,Hempstead,APT,131 Fulton Ave.,131 Fulton Ave.,40,,PROP,2017,,,976,New York,40.707007,-73.631696,1,rooftop,131,Fulton Ave,Hempstead,11550,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EAE74D452A6852C01E32E54350574440,Nassau,Malverne Park Oaks,COND,---,Hempstead Av. & Atlas Ct.,12,1,PROP,2016,,,979,New York,40.682137,-73.62758,1,street_center,,Hempstead Ave,Hempstead,11550,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000006614CB2DAD6B52C0A437DC476E5D4440,Nassau,New Hyde Park,APT,---,300 S. 12th St.,71,0.5,PROP,2019,,,980,New York,40.729928,-73.682445,1,rooftop,300,S 12th St,New Hyde Park,11040,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A9143B1A876952C03D9AEAC9FC514440,Nassau,Oceanside,COOP,---,Atlantic Ave. & Terrell Ave.,50,,PROP,2004,,,981,New York,40.640527,-73.648871,1,intersection,,Atlantic Ave,Oceanside,11572,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F46C567DAE6852C0965B5A0D89514440,Nassau,Oceanside,COND,South Nassau Hospital,Oceanside Rd.,16,1,PROP,2012,,,982,New York,40.636995,-73.63565,1,street_center,,Oceanside Rd,Oceanside,11572,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000DA661F8886C52C0144031B2646A4440,Nassau,Port Washington,COND,Knickerbocker Bay Club,Main St.,32,,UC,2014,SRCIT,,824,New York,40.831198,-73.69586,1,street_center,,Main St,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000ECDB4944F85F52C0AC1BEF8E8C614440,Nassau,Bethpage,APT,Oyster Bay Gardens,857 S. Oyster Bay Rd.,48,,UC,2019,SRCIT-AFFORD,,873,New York,40.762102,-73.499528,1,rooftop,857,S Oyster Bay Rd,Bethpage,11714,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000041D3122BA36852C0DF6DDE3829504440,Nassau,Oceanside,COND,South Nassau Hospital,Hargale Rd. & Mott St.,32,1.6,PROP,2012,,,983,New York,40.626258,-73.634959,0.8,intersection,,Hargale Ct,Oceanside,11572,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000026FF93BF7B5E52C02E5915E126634440,Nassau,Plainview,COND,Country Pointe at Plainview,Old Country Rd.& Round SwampRd,750,133,UC,2017,SRCIT,,945,New York,40.774624,-73.476303,1,street_center,,Old Country Rd,Plainview,11803,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000006AC999DCDE6952C0298C7791534C4440,Nassau,Barnum Island,APT,---,Pettit Pl. & Waterview Rd.,86,2.5,PROP,2014,,,968,New York,40.5963003,-73.6542274,1,intersection,,,Hempstead,,US,Google Script
0101000020E61000009BAF928FDD6852C0C97553CA6B554440,Nassau,Rockville Centre,APT,Avalon,(Adjacent to Signature Place),177,2,PROP,2014,,,984,New York,40.667352,-73.638523,1,place,,,Rockville Centre,11570,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000078F17EDC7E6552C01024EF1CCA5E4440,Nassau,Uniondale,APT,Beechwood,695 Merrick Ave.,237,5.9,PROP,2018,,,985,New York,40.740543,-73.585868,1,rooftop,695,Merrick Ave,Westbury,11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BD70E7C2486552C0FD304278B4594440,Nassau,Uniondale,APT,on A Holly Paterson grounds,875 Jerusalem Ave.,180,6,PROP,2017,,,986,New York,40.70082,-73.582566,1,rooftop,875,Jerusalem Ave,Uniondale,11553,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000698F17D2E16952C0BF2B82FFAD4A4440,Nassau,Long Beach,COND,---,340 Shore Rd.,325,1.2,PROP,2006,,,990,New York,40.583435,-73.654408,1,rooftop,340,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007EC4AF58C36852C0467D923B6C6E4440,Nassau,Glen Cove,COND,Garvies Point (part),(North side Glen Cove Creek),541,,UC,2017,,,14,New York,40.862678,-73.636923,1,street_center,,N,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000007EC4AF58C36852C0467D923B6C6E4440,Nassau,Glen Cove,COND,Garvies Point (part),(North side Glen Cove Creek),569,,UC,2017,,,15,New York,40.862678,-73.636923,1,street_center,,N,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000006103E94686852C08940F50F226F4440,Nassau,Glen Cove,APT,Village Square,School St. & Brewster St.,146,2.7,UC,2018,,,30,New York,40.868227,-73.631383,0.94,intersection,,Brewster St,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000008787307E1A6852C085251E50365B4440,Nassau,Hempstead,APT,Estella Housing,178 Main St. & Bedell St.,96,,PROP,2014,AFFORD,,977,New York,40.712595,-73.626617,1,intersection,,Bedell St,Hempstead,11550,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000008A1C226E4E6D52C00A2C8029036B4440,Nassau,Manorhaven,APT,---,22 Sagamore Hill Dr.,16,0.6,PROP,2018,,,999,New York,40.836034,-73.707912,1,rooftop,22,Sagamore Hill Dr,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F3380CE6AF6952C075AF93FAB2664440,Nassau,Roslyn,COND,---,45 Lumber Rd.,27,1.4,PROP,2019,,,1002,New York,40.802337,-73.651361,1,rooftop,45,Lumber Rd,Roslyn,11576,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003CF6B3588A5C52C0ED66463F1A5E4440,Nassau,Farmingdale,APT,---,155 Main St.,14,,PROP,2014,,,1004,New York,40.735176,-73.445944,1,rooftop,155,Main St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000044C2F7FE065C52C05B785E2A365E4440,Nassau,Farmingdale,APT,The Lofts,285 Eastern Pkwy.,27,0.5,PROP,2013,,,1006,New York,40.736028,-73.437927,1,rooftop,285,Eastern Pkwy,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000081E9B46E836652C0AAB69BE09B604440,Nassau,Syosset,COND,Syosset Park,L.I.E. & Robbins La.,525,,PROP,2016,,,1011,New York,40.754757,-73.601772,1,place,,,Syosset,11773,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000001CEBE2361A5E52C062F3716DA8684440,Nassau,Woodbury,COND,Woodbury Villas,Jericho Tpke.(Woodbury CC),80,16.8,PROP,2008,,,1012,New York,40.81764,-73.47035,1,place,,,Woodbury,11797,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000AC1919E42E5B52C0C362D4B5F6564440,Suffolk,Amityville,APT,Greentek Living,235 County Line Rd.,115,2.4,PROP,2016,,,1913,New York,40.679404,-73.424737,1,rooftop,235,County Line Rd,Amityville,11701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003A7AFCDEA65A52C038D73043E3554440,Suffolk,Amityville,APT,Mallard Landing,153 Merrick Rd. & Bennett Pl.,16,0.9,PROP,2016,,,1914,New York,40.670998,-73.416435,0.98,intersection,,Bennett Pl,Amityville,11701,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000AED4B320945452C0D05FE811A3594440,Suffolk,Babylon,APT,---,16 George St.,30,1.6,PROP,2019,,,1915,New York,40.700289,-73.321541,1,rooftop,16,George St,Babylon,11702,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F705F4C29D5952C0A47213B534574440,Suffolk,Copiague,APT,Ardmore Place,1800 Great Neck Rd.,12,0.3,PROP,2019,,,1916,New York,40.681296,-73.400254,1,rooftop,1800,Great Neck Rd,Copiague,11726,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005AF624B0396952C02AAA7EA5F35B4440,Nassau,Valley Stream,APT,Alma Realty,Rockaway Ave. & 4th St.,40,,PROP,2014,,,988,New York,40.718373,-73.644146,1,intersection,,4th St,Garden City,11530,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000009AC8714C3B6C52C084CF7B084F6A4440,Nassau,Baxter Estates,COOP,The Pierre,125 Main St.,67,1.5,BUILT,1964,APTCONV,1981,649,New York,40.8305369,-73.6911193,1,street_address,125,Main St,North Hempstead,,US,Google Script
0101000020E6100000BB99D18F865452C078094E7D20614440,Suffolk,Deer Park,COND,Lucky Star industrial site,377 Carll's Path & Grand Blvd.,422,22.9,PROP,2018,,,1918,New York,40.758804,-73.320713,1,intersection,,Carlls Path,Deer Park,11729,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000D591239D817052C00A48FB1F60A94440,Nassau,New Cassel,APT,Grand Street School site,Grand St.,77,,PROP,2018,SRCIT-AFFORD,,1001,New York,41.323246,-73.757911,0.67,place,,,Granite Springs,10527,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000006B47718E3A5952C0266DAAEE91554440,Suffolk,Copiague,APT,Gail Grace Estates,840 Montauk Hwy.,16,0.5,PROP,2018,,,1917,New York,40.668516,-73.394199,1,rooftop,840,Montauk Hwy,Copiague,11726,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000268FA7E5076D52C01B0FB6D8ED634440,Nassau,Manhasset,APT,Olive Hill at Manhasset,Community Dr.,72,3.2,PROP,2014,SRCIT-AFFORD,,998,New York,40.780696,-73.703607,1,street_center,,Community Dr,Manhasset,11030,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000283A44FAB5752C076FC170802584440,Suffolk,Lindenhurst,APT,Lindenhurst Residences,75 E. Hoffman Ave.,260,7.1,PROP,2015,,,1923,New York,40.687562,-73.369831,1,rooftop,75,E Hoffman Ave,Lindenhurst,11757,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C8073D9B555C52C0B6696CAF055D4440,Nassau,Farmingdale,COND,The Hearthstone,776-780 Fulton St.,24,,PROP,2015,SRCIT,,1005,New York,40.726736,-73.442725,1,rooftop,780,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
